chessplayer_id,period,position
39,Top 100 Players March 2018,40
39,Top 100 Players February 2018,38
39,Top 100 Players January 2018,32
39,Top 100 Players December 2017,23
39,Top 100 Players November 2017,23
39,Top 100 Players October 2017,29
39,Top 100 Players September 2017,31
39,Top 100 Players August 2017,31
39,Top 100 Players July 2017,26
39,Top 100 Players June 2017,43
39,Top 100 Players May 2017,34
39,Top 100 Players April 2017,40
39,Top 100 Players March 2017,40
39,Top 100 Players February 2017,44
39,Top 100 Players January 2017,44
39,Top 100 Players December 2016,46
39,Top 100 Players November 2016,50
39,Top 100 Players October 2016,50
39,Top 100 Players September 2016,48
39,Top 100 Players August 2016,52
39,Top 100 Players July 2016,54
39,Top 100 Players June 2016,46
39,Top 100 Players May 2016,45
39,Top 100 Players April 2016,46
39,Top 100 Players March 2016,56
39,Top 100 Players February 2016,60
39,Top 100 Players January 2016,58
39,Top 100 Players December 2015,58
39,Top 100 Players November 2015,59
39,Top 100 Players October 2015,54
39,Top 100 Players September 2015,56
39,Top 100 Players August 2015,53
39,Top 100 Players July 2015,53
39,Top 100 Players June 2015,49
39,Top 100 Players May 2015,52
39,Top 100 Players April 2015,46
39,Top 100 Players March 2015,52
39,Top 100 Players February 2015,50
39,Top 100 Players January 2015,48
39,Top 100 Players December 2014,47
39,Top 100 Players November 2014,53
39,Top 100 Players October 2014,51
39,Top 100 Players September 2014,51
39,Top 100 Players August 2014,56
39,Top 100 Players July 2014,59
39,Top 100 Players June 2014,58
39,Top 100 Players May 2014,57
39,Top 100 Players April 2014,55
39,Top 100 Players March 2014,54
39,Top 100 Players February 2014,57
39,Top 100 Players January 2014,50
39,Top 100 Players December 2013,50
39,Top 100 Players November 2013,48
39,Top 100 Players October 2013,64
39,Top 100 Players September 2013,69
39,Top 100 Players August 2013,69
39,Top 100 Players July 2013,77
39,Top 100 Players June 2013,78
39,Top 100 Players May 2013,97
39,Top 100 Players April 2013,99
39,Top 100 Players March 2013,95
39,Top 100 Players February 2013,93
39,Top 100 Players January 2013,93
39,Top 100 Players December 2012,83
39,Top 100 Players November 2012,83
39,Top 100 Players October 2012,84
39,Top 100 Players September 2012,91
39,Top 100 Players August 2012,87
39,Top 100 Players July 2012,84
39,Top 100 Players May 2012,85
39,Top 20 Juniors November 2011,7
39,Top 20 Juniors September 2011,9
39,Top 20 Juniors July 2011,9
39,Top 20 Juniors May 2011,8
39,Top 20 Juniors March 2011,12
39,Top 20 Juniors January 2011,11
39,Top 20 Juniors November 2010,18
39,Top 20 Juniors September 2010,18
40,Top 100 Players December 2019,40
40,Top 100 Players November 2019,42
40,Top 100 Players October 2019,57
40,Top 100 Players September 2019,57
40,Top 100 Players August 2019,36
40,Top 100 Players July 2019,33
40,Top 100 Players June 2019,35
40,Top 100 Players May 2019,32
40,Top 100 Players April 2019,31
40,Top 100 Players March 2019,30
40,Top 100 Players February 2019,30
40,Top 100 Players January 2019,31
40,Top 100 Players December 2018,22
40,Top 100 Players November 2018,22
40,Top 100 Players October 2018,17
40,Top 100 Players September 2018,18
40,Top 100 Players August 2018,18
40,Top 100 Players July 2018,18
40,Top 100 Players June 2018,19
40,Top 100 Players May 2018,21
40,Top 100 Players April 2018,23
40,Top 100 Players March 2018,19
40,Top 100 Players February 2018,21
40,Top 100 Players January 2018,21
40,Top 100 Players December 2017,25
40,Top 100 Players November 2017,31
40,Top 100 Players October 2017,37
40,Top 100 Players September 2017,36
40,Top 100 Players August 2017,36
40,Top 100 Players July 2017,46
40,Top 100 Players June 2017,40
40,Top 100 Players May 2017,32
40,Top 100 Players April 2017,32
40,Top 100 Players March 2017,31
40,Top 100 Players February 2017,36
40,Top 100 Players January 2017,35
40,Top 100 Players December 2016,40
40,Top 100 Players November 2016,35
40,Top 100 Players October 2016,34
40,Top 100 Players September 2016,37
40,Top 100 Players August 2016,38
40,Top 100 Players July 2016,38
40,Top 100 Players June 2016,38
40,Top 100 Players May 2016,26
40,Top 100 Players April 2016,24
40,Top 100 Players March 2016,23
40,Top 100 Players February 2016,25
40,Top 100 Players January 2016,22
40,Top 100 Players December 2015,21
40,Top 100 Players November 2015,24
40,Top 100 Players October 2015,16
40,Top 100 Players September 2015,15
40,Top 100 Players August 2015,12
40,Top 100 Players July 2015,11
40,Top 100 Players June 2015,11
40,Top 100 Players May 2015,20
40,Top 100 Players April 2015,19
40,Top 100 Players March 2015,18
40,Top 100 Players February 2015,22
40,Top 100 Players January 2015,21
40,Top 100 Players December 2014,22
40,Top 100 Players November 2014,16
40,Top 100 Players October 2014,17
40,Top 100 Players September 2014,18
40,Top 100 Players August 2014,15
40,Top 100 Players July 2014,15
40,Top 100 Players June 2014,21
40,Top 100 Players May 2014,24
40,Top 100 Players April 2014,24
40,Top 100 Players March 2014,25
40,Top 100 Players February 2014,25
40,Top 100 Players January 2014,24
40,Top 100 Players December 2013,27
40,Top 100 Players November 2013,29
40,Top 100 Players October 2013,30
40,Top 100 Players September 2013,23
40,Top 100 Players August 2013,23
40,Top 100 Players July 2013,32
40,Top 100 Players June 2013,28
40,Top 100 Players May 2013,21
40,Top 100 Players April 2013,19
40,Top 100 Players March 2013,20
40,Top 100 Players February 2013,20
40,Top 100 Players January 2013,20
40,Top 100 Players December 2012,17
40,Top 100 Players November 2012,17
40,Top 100 Players October 2012,23
40,Top 100 Players September 2012,25
40,Top 100 Players August 2012,25
40,Top 100 Players July 2012,18
40,Top 100 Players May 2012,18
40,Top 100 Players March 2012,21
40,Top 100 Players January 2012,22
40,Top 100 Players November 2011,21
40,Top 100 Players September 2011,27
40,Top 100 Players July 2011,17
40,Top 100 Players May 2011,17
40,Top 100 Players March 2011,26
40,Top 100 Players January 2011,28
40,Top 100 Players November 2010,21
40,Top 100 Players September 2010,19
40,Top 100 Players July 2010,20
40,Top 100 Players May 2010,21
40,Top 100 Players March 2010,20
40,Top 100 Players January 2010,19
40,Top 100 Players November 2009,15
40,Top 100 Players September 2009,11
40,Top 100 Players July 2009,5
40,Top 100 Players April 2009,7
40,Top 100 Players January 2009,7
40,Top 100 Players October 2008,10
40,Top 100 Players July 2008,24
40,Top 100 Players January 2008,17
40,Top 100 Players April 2008,19
40,Top 100 Players October 2007,19
40,Top 100 Players July 2007,10
40,Top 100 Players April 2007,18
40,Top 100 Players January 2007,22
40,Top 100 Players October 2006,38
40,Top 100 Players July 2006,42
40,Top 100 Players April 2006,29
40,Top 100 Players January 2006,39
40,Top 100 Players October 2005,62
40,Top 100 Players July 2005,77
40,Top 20 Juniors October 2002,16
40,Top 20 Juniors July 2002,21
40,Top 20 Juniors April 2002,16
40,Top 20 Juniors January 2002,12
40,Top 20 Juniors October 2001,19
40,Top 20 Juniors July 2001,15
40,Top 20 Juniors April 2001,16
40,Top 20 Juniors January 2001,10
40,Top 20 Juniors October 2000,14
40,Top 20 Juniors July 2000,17
41,Top 100 Players December 2019,41
41,Top 100 Players November 2019,41
41,Top 100 Players October 2019,44
41,Top 100 Players September 2019,43
41,Top 100 Players August 2019,44
41,Top 100 Players July 2019,43
41,Top 100 Players June 2019,44
41,Top 100 Players May 2019,51
41,Top 100 Players April 2019,50
41,Top 100 Players March 2019,53
41,Top 100 Players February 2019,47
41,Top 100 Players January 2019,46
41,Top 100 Players December 2018,51
41,Top 100 Players November 2018,51
41,Top 100 Players October 2018,49
41,Top 100 Players September 2018,48
41,Top 100 Players August 2018,48
41,Top 100 Players July 2018,49
41,Top 100 Players June 2018,48
41,Top 100 Players May 2018,51
41,Top 100 Players April 2018,51
41,Top 100 Players March 2018,54
41,Top 100 Players February 2018,52
41,Top 100 Players January 2018,58
41,Top 100 Players December 2017,57
41,Top 100 Players November 2017,57
41,Top 100 Players October 2017,58
41,Top 100 Players September 2017,58
41,Top 100 Players August 2017,58
41,Top 100 Players July 2017,58
41,Top 100 Players June 2017,61
41,Top 100 Players May 2017,66
41,Top 100 Players April 2017,62
41,Top 100 Players March 2017,64
41,Top 100 Players February 2017,76
41,Top 100 Players January 2017,73
41,Top 100 Players December 2016,72
41,Top 100 Players November 2016,77
41,Top 100 Players October 2016,76
41,Top 100 Players September 2016,74
41,Top 100 Players August 2016,72
41,Top 100 Players July 2016,70
41,Top 100 Players June 2016,70
41,Top 100 Players May 2016,72
41,Top 100 Players April 2016,73
41,Top 100 Players March 2016,77
41,Top 100 Players February 2016,86
41,Top 100 Players January 2016,85
41,Top 100 Players December 2015,83
41,Top 100 Players November 2015,85
41,Top 100 Players October 2015,85
41,Top 100 Players September 2015,87
41,Top 100 Players August 2015,89
41,Top 100 Players July 2015,86
41,Top 100 Players June 2015,82
41,Top 100 Players May 2015,87
41,Top 100 Players April 2015,89
41,Top 100 Players March 2015,93
41,Top 100 Players February 2015,93
41,Top 100 Players January 2015,95
41,Top 100 Players December 2014,96
41,Top 100 Players July 2014,102
41,Top 100 Players June 2014,98
41,Top 100 Players January 2012,88
41,Top 100 Players November 2011,81
41,Top 100 Players April 2005,99
41,Top 100 Players January 2005,92
41,Top 100 Players October 2004,89
41,Top 100 Players July 2004,89
41,Top 100 Players April 2004,71
41,Top 100 Players January 2004,66
41,Top 100 Players October 2003,69
41,Top 100 Players July 2003,68
41,Top 100 Players April 2003,71
41,Top 100 Players January 2003,70
41,Top 100 Players October 2002,66
41,Top 100 Players July 2002,67
41,Top 100 Players April 2002,58
41,Top 100 Players January 2002,56
41,Top 100 Players October 2001,53
41,Top 100 Players July 2001,46
41,Top 100 Players April 2001,51
41,Top 100 Players January 2001,52
41,Top 100 Players October 2000,53
41,Top 100 Players July 2000,52
42,Top 100 Players December 2019,42
42,Top 100 Players November 2019,43
42,Top 100 Players October 2019,48
42,Top 100 Players September 2019,48
42,Top 100 Players August 2019,48
42,Top 100 Players July 2019,51
42,Top 100 Players June 2019,51
42,Top 100 Players May 2019,53
42,Top 100 Players April 2019,55
42,Top 100 Players March 2019,64
42,Top 100 Players February 2019,62
42,Top 100 Players January 2019,63
42,Top 100 Players December 2018,52
42,Top 100 Players November 2018,61
42,Top 100 Players October 2018,44
42,Top 100 Players September 2018,44
42,Top 100 Players August 2018,44
42,Top 100 Players July 2018,46
42,Top 100 Players June 2018,46
42,Top 100 Players May 2018,48
42,Top 100 Players April 2018,49
42,Top 100 Players March 2018,49
42,Top 100 Players February 2018,55
42,Top 100 Players January 2018,57
42,Top 100 Players December 2017,61
42,Top 100 Players November 2017,61
42,Top 100 Players October 2017,38
42,Top 100 Players September 2017,39
42,Top 100 Players August 2017,40
42,Top 100 Players July 2017,42
42,Top 100 Players June 2017,44
42,Top 100 Players May 2017,40
42,Top 100 Players April 2017,48
42,Top 100 Players March 2017,48
42,Top 100 Players February 2017,47
42,Top 100 Players January 2017,46
42,Top 100 Players December 2016,41
42,Top 100 Players November 2016,40
42,Top 100 Players October 2016,40
42,Top 100 Players September 2016,54
42,Top 100 Players August 2016,54
42,Top 100 Players July 2016,53
42,Top 100 Players June 2016,48
42,Top 100 Players May 2016,59
42,Top 100 Players April 2016,57
42,Top 100 Players March 2016,57
42,Top 100 Players February 2016,57
42,Top 100 Players January 2016,54
42,Top 100 Players December 2015,52
42,Top 100 Players November 2015,54
42,Top 100 Players October 2015,53
42,Top 100 Players September 2015,47
42,Top 100 Players August 2015,47
42,Top 100 Players July 2015,44
42,Top 100 Players June 2015,44
42,Top 100 Players May 2015,46
42,Top 100 Players April 2015,48
42,Top 100 Players March 2015,49
42,Top 100 Players February 2015,45
42,Top 100 Players January 2015,44
42,Top 100 Players December 2014,44
42,Top 100 Players November 2014,47
42,Top 100 Players October 2014,50
42,Top 100 Players September 2014,52
42,Top 100 Players August 2014,51
42,Top 100 Players July 2014,53
42,Top 100 Players June 2014,56
42,Top 100 Players May 2014,53
42,Top 100 Players April 2014,51
42,Top 100 Players March 2014,44
42,Top 100 Players February 2014,42
42,Top 100 Players January 2014,42
42,Top 100 Players December 2013,40
42,Top 100 Players November 2013,38
42,Top 100 Players October 2013,39
42,Top 100 Players September 2013,39
42,Top 100 Players August 2013,39
42,Top 100 Players July 2013,41
42,Top 100 Players June 2013,39
42,Top 100 Players May 2013,55
42,Top 100 Players April 2013,60
42,Top 100 Players March 2013,63
42,Top 100 Players February 2013,60
42,Top 100 Players January 2013,58
42,Top 100 Players December 2012,59
42,Top 100 Players November 2012,39
42,Top 100 Players October 2012,38
42,Top 100 Players September 2012,33
42,Top 100 Players August 2012,30
42,Top 100 Players July 2012,33
42,Top 100 Players May 2012,32
42,Top 100 Players March 2012,25
42,Top 100 Players January 2012,27
42,Top 100 Players November 2011,38
42,Top 100 Players September 2011,37
42,Top 100 Players July 2011,19
42,Top 100 Players May 2011,25
42,Top 100 Players March 2011,24
42,Top 100 Players January 2011,27
42,Top 100 Players November 2010,25
42,Top 100 Players September 2010,33
42,Top 100 Players July 2010,27
42,Top 100 Players May 2010,20
42,Top 100 Players March 2010,23
42,Top 100 Players January 2010,26
42,Top 100 Players November 2009,33
42,Top 100 Players September 2009,48
42,Top 100 Players July 2009,46
42,Top 100 Players April 2009,44
42,Top 100 Players January 2009,45
42,Top 100 Players October 2008,59
42,Top 100 Players July 2008,52
42,Top 100 Players April 2008,47
42,Top 100 Players January 2008,47
42,Top 100 Players October 2007,27
42,Top 100 Players July 2007,29
42,Top 100 Players April 2007,35
42,Top 100 Players January 2007,36
42,Top 100 Players October 2006,42
42,Top 100 Players July 2006,35
42,Top 100 Players April 2006,51
42,Top 100 Players January 2006,62
42,Top 100 Players October 2005,66
42,Top 100 Players July 2005,89
42,Top 100 Players April 2005,81
42,Top 100 Players January 2005,74
42,Top 100 Players October 2004,48
42,Top 100 Players July 2004,51
42,Top 100 Players April 2004,64
42,Top 100 Players January 2004,60
42,Top 100 Players October 2003,61
42,Top 100 Players July 2003,37
42,Top 100 Players April 2003,25
42,Top 100 Players January 2003,26
42,Top 100 Players October 2002,25
42,Top 100 Players July 2002,26
42,Top 100 Players April 2002,38
42,Top 100 Players January 2002,45
42,Top 100 Players October 2001,54
42,Top 100 Players July 2001,50
42,Top 100 Players April 2001,43
42,Top 100 Players January 2001,42
42,Top 100 Players October 2000,24
42,Top 100 Players July 2000,23
43,Top 100 Players December 2019,43
43,Top 100 Juniors December 2019,4
43,Top 100 Players November 2019,51
43,Top 100 Juniors November 2019,4
43,Top 100 Players October 2019,80
43,Top 100 Juniors October 2019,4
43,Top 100 Players September 2019,78
43,Top 100 Juniors September 2019,4
43,Top 100 Players August 2019,94
43,Top 100 Juniors August 2019,5
43,Top 100 Players July 2019,94
43,Top 100 Juniors July 2019,5
43,Top 100 Players June 2019,85
43,Top 100 Juniors June 2019,5
43,Top 100 Players May 2019,76
43,Top 100 Juniors May 2019,4
43,Top 100 Players April 2019,77
43,Top 100 Juniors April 2019,4
43,Top 100 Players March 2019,67
43,Top 100 Players Juniors 2019,2
43,Top 100 Players February 2019,75
43,Top 100 Juniors February 2019,2
43,Top 100 Players January 2019,66
43,Top 100 Juniors January 2019,2
43,Top 100 Players December 2018,55
43,Top 100 Juniors December 2018,4
43,Top 100 Players November 2018,54
43,Top 100 Juniors November 2018,4
43,Top 100 Players October 2018,58
43,Top 100 Juniors October 2018,4
43,Top 100 Juniors September 2018,5
43,Top 100 Juniors August 2018,7
43,Top 100 Juniors July 2018,7
43,Top 100 Juniors June 2018,6
43,Top 100 Juniors May 2018,5
43,Top 100 Juniors April 2018,10
43,Top 100 Juniors March 2018,10
43,Top 100 Juniors February 2018,11
43,Top 100 Juniors January 2018,18
43,Top 100 Juniors December 2017,21
43,Top 100 Juniors November 2017,30
43,Top 100 Juniors October 2017,25
43,Top 100 Juniors September 2017,18
43,Top 100 Juniors August 2017,12
43,Top 100 Juniors July 2017,13
43,Top 100 Juniors June 2017,13
43,Top 100 Juniors May 2017,17
43,Top 100 Players Juniors 2017,21
43,Top 100 Juniors March 2017,20
43,Top 100 Juniors February 2017,18
43,Top 100 Juniors January 2017,13
43,Top 100 Juniors December 2016,13
43,Top 100 Juniors November 2016,18
43,Top 100 Juniors October 2016,13
43,Top 100 Juniors September 2016,20
43,Top 100 Juniors August 2016,17
43,Top 100 Juniors July 2016,44
43,Top 100 Juniors June 2016,39
43,Top 100 Juniors May 2016,37
43,Top 100 Juniors April 2016,42
43,Top 100 Juniors March 2016,47
43,Top 100 Juniors February 2016,78
43,Top 100 Juniors January 2016,82
43,Top 100 Juniors November 2015,98
43,Top 100 Juniors October 2015,92
44,Top 100 Players December 2019,44
44,Top 100 Players November 2019,58
44,Top 100 Players October 2019,39
44,Top 100 Players September 2019,39
44,Top 100 Players August 2019,39
44,Top 100 Players July 2019,38
44,Top 100 Players June 2019,38
44,Top 100 Players May 2019,48
44,Top 100 Players April 2019,47
44,Top 100 Players March 2019,40
44,Top 100 Players February 2019,41
44,Top 100 Players January 2019,38
44,Top 100 Players December 2018,40
44,Top 100 Players November 2018,43
44,Top 100 Players October 2018,42
44,Top 100 Players September 2018,39
44,Top 100 Players August 2018,50
44,Top 100 Players July 2018,51
44,Top 100 Players June 2018,50
44,Top 100 Players May 2018,49
44,Top 100 Players April 2018,48
44,Top 100 Players March 2018,44
44,Top 100 Players February 2018,47
44,Top 100 Players January 2018,46
44,Top 100 Players December 2017,58
44,Top 100 Players November 2017,69
44,Top 100 Players October 2017,66
44,Top 100 Players September 2017,81
44,Top 100 Players August 2017,78
44,Top 100 Players July 2017,92
44,Top 100 Players May 2017,94
44,Top 100 Players April 2017,96
44,Top 100 Players March 2017,95
44,Top 100 Players February 2017,90
44,Top 100 Players January 2017,91
44,Top 100 Players December 2016,96
44,Top 100 Juniors December 2016,5
44,Top 100 Juniors November 2016,6
44,Top 100 Juniors October 2016,5
44,Top 100 Juniors September 2016,5
44,Top 100 Juniors August 2016,5
44,Top 100 Players July 2016,85
44,Top 100 Juniors July 2016,4
44,Top 100 Players June 2016,76
44,Top 100 Juniors June 2016,3
44,Top 100 Juniors May 2016,5
44,Top 100 Juniors April 2016,5
44,Top 100 Juniors March 2016,5
44,Top 100 Juniors February 2016,5
44,Top 100 Juniors January 2016,5
44,Top 100 Players December 2015,93
44,Top 100 Juniors December 2015,7
44,Top 100 Players November 2015,93
44,Top 100 Juniors November 2015,7
44,Top 100 Players October 2015,79
44,Top 100 Juniors October 2015,4
44,Top 100 Players September 2015,78
44,Top 100 Juniors September 2015,3
44,Top 100 Players August 2015,95
44,Top 100 Juniors August 2015,6
44,Top 100 Players July 2015,82
44,Top 100 Juniors July 2015,4
44,Top 100 Players June 2015,79
44,Top 100 Juniors June 2015,4
44,Top 100 Players May 2015,84
44,Top 100 Juniors May 2015,5
44,Top 100 Juniors April 2015,6
44,Top 100 Juniors March 2015,6
44,Top 100 Juniors February 2015,5
44,Top 100 Juniors January 2015,5
44,Top 100 Juniors December 2014,9
44,Top 100 Juniors November 2014,10
44,Top 100 Juniors October 2014,11
44,Top 100 Juniors September 2014,14
44,Top 100 Juniors August 2014,13
44,Top 100 Juniors July 2014,13
44,Top 100 Juniors June 2014,12
44,Top 100 Juniors May 2014,12
44,Top 100 Juniors April 2014,11
44,Top 100 Juniors March 2014,11
44,Top 100 Juniors February 2014,10
44,Top 100 Juniors January 2014,9
44,Top 100 Juniors December 2013,9
44,Top 100 Juniors November 2013,7
44,Top 100 Juniors October 2013,6
44,Top 100 Juniors September 2013,9
44,Top 100 Juniors August 2013,9
44,Top 100 Juniors July 2013,7
44,Top 100 Juniors June 2013,6
44,Top 100 Juniors May 2013,10
44,Top 100 Juniors April 2013,12
44,Top 100 Juniors March 2013,12
44,Top 100 Juniors February 2013,12
44,Top 100 Juniors January 2013,12
44,Top 100 Juniors December 2012,17
44,Top 100 Juniors November 2012,15
44,Top 100 Juniors October 2012,14
44,Top 100 Juniors September 2012,12
44,Top 100 Juniors August 2012,16
44,Top 20 Juniors July 2012,20
44,Top 20 Juniors May 2012,19
45,Top 100 Players December 2019,45
45,Top 100 Players November 2019,56
45,Top 100 Players October 2019,51
45,Top 100 Players September 2019,50
45,Top 100 Players August 2019,49
45,Top 100 Players July 2019,57
45,Top 100 Players June 2019,45
45,Top 100 Players May 2019,66
45,Top 100 Players April 2019,64
45,Top 100 Players March 2019,44
45,Top 100 Players February 2019,33
45,Top 100 Players January 2019,34
45,Top 100 Players December 2018,33
45,Top 100 Players November 2018,33
45,Top 100 Players October 2018,37
45,Top 100 Players September 2018,38
45,Top 100 Players August 2018,37
45,Top 100 Players July 2018,36
45,Top 100 Players June 2018,33
45,Top 100 Players May 2018,34
45,Top 100 Players April 2018,32
45,Top 100 Players March 2018,35
45,Top 100 Players February 2018,27
45,Top 100 Players January 2018,27
45,Top 100 Players December 2017,28
45,Top 100 Players November 2017,28
45,Top 100 Players October 2017,27
45,Top 100 Players September 2017,32
45,Top 100 Players August 2017,30
45,Top 100 Players July 2017,27
45,Top 100 Players June 2017,19
45,Top 100 Players May 2017,23
45,Top 100 Players April 2017,25
45,Top 100 Players March 2017,24
45,Top 100 Players February 2017,15
45,Top 100 Players January 2017,16
45,Top 100 Players December 2016,20
45,Top 100 Players November 2016,23
45,Top 100 Players October 2016,31
45,Top 100 Players September 2016,31
45,Top 100 Players August 2016,30
45,Top 100 Players July 2016,29
45,Top 100 Players June 2016,39
45,Top 100 Players May 2016,36
45,Top 100 Players April 2016,35
45,Top 100 Players March 2016,38
45,Top 100 Players February 2016,35
45,Top 100 Players January 2016,36
45,Top 100 Players December 2015,37
45,Top 100 Players November 2015,32
45,Top 100 Players October 2015,27
45,Top 100 Players September 2015,27
45,Top 100 Players August 2015,26
45,Top 100 Players July 2015,27
45,Top 100 Players June 2015,26
45,Top 100 Players May 2015,27
45,Top 100 Players April 2015,26
45,Top 100 Players March 2015,23
45,Top 100 Players February 2015,23
45,Top 100 Players January 2015,33
45,Top 100 Players December 2014,34
45,Top 100 Players November 2014,25
45,Top 100 Players October 2014,24
45,Top 100 Players September 2014,27
45,Top 100 Players August 2014,17
45,Top 100 Players July 2014,21
45,Top 100 Players June 2014,19
45,Top 100 Players May 2014,15
45,Top 100 Players April 2014,16
45,Top 100 Players March 2014,14
45,Top 100 Players February 2014,17
45,Top 100 Players January 2014,16
45,Top 100 Players December 2013,22
45,Top 100 Players November 2013,22
45,Top 100 Players October 2013,19
45,Top 100 Players September 2013,22
45,Top 100 Players August 2013,22
45,Top 100 Players July 2013,22
45,Top 100 Players June 2013,13
45,Top 100 Players May 2013,12
45,Top 100 Players April 2013,13
45,Top 100 Players March 2013,13
45,Top 100 Players February 2013,11
45,Top 100 Players January 2013,13
45,Top 100 Players December 2012,9
45,Top 100 Players November 2012,11
45,Top 100 Players October 2012,9
45,Top 100 Players September 2012,9
45,Top 100 Players August 2012,10
45,Top 100 Players July 2012,10
45,Top 100 Players May 2012,10
45,Top 100 Players March 2012,10
45,Top 100 Players January 2012,8
45,Top 100 Players November 2011,6
45,Top 100 Players September 2011,7
45,Top 100 Players July 2011,7
45,Top 100 Players May 2011,5
45,Top 100 Players March 2011,5
45,Top 100 Players January 2011,9
45,Top 100 Players November 2010,7
45,Top 100 Players September 2010,9
45,Top 100 Players July 2010,12
45,Top 100 Players May 2010,12
45,Top 100 Players March 2010,11
45,Top 100 Players January 2010,8
45,Top 100 Players November 2009,12
45,Top 100 Players September 2009,8
45,Top 100 Players July 2009,30
45,Top 100 Players April 2009,12
45,Top 100 Players January 2009,3
45,Top 100 Players October 2008,3
45,Top 100 Players July 2008,4
45,Top 100 Players April 2008,11
45,Top 100 Players January 2008,9
45,Top 100 Players October 2007,2
45,Top 100 Players July 2007,4
45,Top 100 Players April 2007,12
45,Top 100 Players January 2007,5
45,Top 100 Players October 2006,6
45,Top 100 Players July 2006,7
45,Top 100 Players April 2006,7
45,Top 100 Players January 2006,8
45,Top 100 Players October 2005,5
45,Top 100 Players July 2005,5
45,Top 100 Players April 2005,6
45,Top 100 Players January 2005,11
45,Top 100 Players October 2004,14
45,Top 100 Players July 2004,12
45,Top 100 Players April 2004,12
45,Top 100 Players January 2004,13
45,Top 100 Players October 2003,13
45,Top 100 Players July 2003,13
45,Top 100 Players April 2003,12
45,Top 100 Players January 2003,15
45,Top 100 Players October 2002,9
45,Top 100 Players July 2002,10
45,Top 100 Players April 2002,9
45,Top 100 Players January 2002,8
45,Top 100 Players October 2001,8
45,Top 100 Players July 2001,6
45,Top 100 Players April 2001,7
45,Top 100 Players January 2001,9
45,Top 100 Players October 2000,8
45,Top 100 Players July 2000,8
46,Top 100 Players December 2019,46
46,Top 100 Players November 2019,44
46,Top 100 Players October 2019,49
46,Top 100 Players September 2019,47
46,Top 100 Players August 2019,40
46,Top 100 Players July 2019,45
46,Top 100 Players June 2019,39
46,Top 100 Players May 2019,40
46,Top 100 Players April 2019,39
46,Top 100 Players March 2019,43
46,Top 100 Players February 2019,43
46,Top 100 Players January 2019,43
46,Top 100 Players December 2018,41
46,Top 100 Players November 2018,41
46,Top 100 Players October 2018,39
46,Top 100 Players September 2018,40
46,Top 100 Players August 2018,31
46,Top 100 Players July 2018,30
46,Top 100 Players June 2018,27
46,Top 100 Players May 2018,26
46,Top 100 Players April 2018,24
46,Top 100 Players March 2018,25
46,Top 100 Players February 2018,25
46,Top 100 Players January 2018,26
46,Top 100 Players December 2017,24
46,Top 100 Players November 2017,18
46,Top 100 Players October 2017,19
46,Top 100 Players September 2017,18
46,Top 100 Players August 2017,20
46,Top 100 Players July 2017,25
46,Top 100 Players June 2017,30
46,Top 100 Players May 2017,31
46,Top 100 Players April 2017,31
46,Top 100 Players March 2017,30
46,Top 100 Players February 2017,30
46,Top 100 Players January 2017,29
46,Top 100 Players December 2016,28
46,Top 100 Players November 2016,24
46,Top 100 Players October 2016,27
46,Top 100 Players September 2016,17
46,Top 100 Players August 2016,15
46,Top 100 Players July 2016,15
46,Top 100 Players June 2016,15
46,Top 100 Players May 2016,15
46,Top 100 Players April 2016,15
46,Top 100 Players March 2016,15
46,Top 100 Players February 2016,16
46,Top 100 Players January 2016,16
46,Top 100 Players December 2015,15
46,Top 100 Players November 2015,15
46,Top 100 Players October 2015,15
46,Top 100 Players September 2015,14
46,Top 100 Players August 2015,14
46,Top 100 Players July 2015,15
46,Top 100 Players June 2015,17
46,Top 100 Players May 2015,16
46,Top 100 Players April 2015,27
46,Top 100 Players March 2015,31
46,Top 100 Players February 2015,25
46,Top 100 Players January 2015,24
46,Top 100 Players December 2014,25
46,Top 100 Players November 2014,29
46,Top 100 Players October 2014,38
46,Top 100 Players September 2014,39
46,Top 100 Players August 2014,36
46,Top 100 Players July 2014,37
46,Top 100 Players June 2014,39
46,Top 100 Players May 2014,38
46,Top 100 Players April 2014,34
46,Top 100 Players March 2014,49
46,Top 100 Players February 2014,54
46,Top 100 Players January 2014,65
46,Top 100 Players December 2013,63
46,Top 100 Players November 2013,67
46,Top 100 Players October 2013,63
46,Top 100 Players September 2013,58
46,Top 100 Players August 2013,58
46,Top 100 Players July 2013,61
46,Top 100 Players June 2013,53
46,Top 100 Players May 2013,63
46,Top 100 Players April 2013,63
46,Top 100 Players March 2013,66
46,Top 100 Players February 2013,64
46,Top 100 Players January 2013,74
46,Top 100 Players December 2012,78
46,Top 100 Players November 2012,56
46,Top 100 Players October 2012,67
46,Top 100 Players September 2012,86
46,Top 100 Players August 2012,84
46,Top 100 Players July 2012,58
46,Top 100 Players May 2012,44
46,Top 100 Players March 2012,39
46,Top 100 Players January 2012,51
46,Top 100 Players November 2011,46
46,Top 100 Players September 2011,35
46,Top 100 Players July 2011,77
46,Top 100 Players May 2011,90
46,Top 100 Players January 2011,101
46,Top 20 Juniors September 2009,14
46,Top 20 Juniors July 2009,9
46,Top 100 Players April 2009,87
46,Top 20 Juniors April 2009,6
46,Top 20 Juniors January 2009,7
46,Top 20 Juniors October 2008,8
46,Top 20 Juniors July 2008,13
46,Top 20 Juniors April 2008,13
